"Funder name","Total disbursed (nom. USD)"
Bill & Melinda Gates Foundation,78215897
Wellcome Trust,22574495
Susan Thompson Buffett Foundation,20105294
King Salman Humanitarian Aid and Relief Centre,13000000
Paul Allen Foundation,4578256.0
King Baudouin Foundation,3250000.0
Rockefeller Foundation,2475248.0
BHP Billiton Sustainable Communities,400000.0
Foundation for Innovative New Diagnostics (FIND),360352.0
Sanofi Foundation,128000.0
UN Federal Credit Union Foundation,76497.0
