"Funder name","Total disbursed (nom. USD)"
United States of America,386867052.88333327
United Kingdom,338314384.2830276
Canada,102981267.79279155
Australia,62510419.772672646
European Union,29181859.684007302
Germany,25254622.736601446
Italy,4489874.007757118
New Zealand,3770775.3594284067
Denmark,2230858.788601872
Ireland,1525771.8422838475
Switzerland,861619.7832664977
Netherlands,752654.1311629461
Spain,112484.57148398292
Finland,2465.64238779647
Sweden,0.0
