"Funder name","Total disbursed (nom. USD)"
United States of America,5760536918
Netherlands,111138036.06480333
Australia,81837622.25465399
Norway,27972647.52
Canada,14558411.292479446
United Kingdom,12999438.42
European Union,1591511.3326000003
Belgium,218304.45187999998
Japan,48000.0
