"Funder name","Total disbursed (nom. USD)"
United States of America,14232317178
Germany,1133764586.079105
Canada,1113892354.9980645
Netherlands,308651793.52231205
Australia,240101936.5749936
Norway,141439159.34199598
United Kingdom,89585458.44746816
Sweden,86804574.19695568
Japan,75080000
European Union,28306165.844100002
Belgium,9618796.85588
Republic of Korea,5000000.0
China,5000000.0
Turkey,1500000.0
Russian Federation,1000000.0
Azerbaijan,500000.0
Luxembourg,220000.0
