"Funder name","Total disbursed (nom. USD)"
Wellcome Trust,12336651.666666666
Bill & Melinda Gates Foundation,10591013
Paul Allen Foundation,2673902.6666666665
BHP Billiton Sustainable Communities,133333.33333333334
Sanofi Foundation,42666.666666666664
